,timestamp,open (USD),high (USD),low (USD),close (USD),open (USD).1,high (USD).1,low (USD).1,close (USD).1,volume,market cap (USD),time_frame,symbol
5483,2022-01-11,7.44,8.439,7.201,8.3,7.44,8.439,7.201,8.3,4203068.3,4203068.3,daily,ANT
5484,2022-01-10,8.214,8.222,6.93,7.445,8.214,8.222,6.93,7.445,3804849.9,3804849.9,daily,ANT
5485,2022-01-09,8.074,8.431,7.83,8.214,8.074,8.431,7.83,8.214,5071968.4,5071968.4,daily,ANT
5486,2022-01-08,9.31,10.242,7.796,8.077,9.31,10.242,7.796,8.077,5364237.9,5364237.9,daily,ANT
5487,2022-01-07,10.842,11.022,9.1,9.307,10.842,11.022,9.1,9.307,4925990.4,4925990.4,daily,ANT
5488,2022-01-06,10.262,11.819,9.987,10.853,10.262,11.819,9.987,10.853,6581810.7,6581810.7,daily,ANT
5489,2022-01-05,11.048,11.727,9.4,10.253,11.048,11.727,9.4,10.253,3644793.2,3644793.2,daily,ANT
5490,2022-01-04,11.963,12.428,10.989,11.041,11.963,12.428,10.989,11.041,2859071.5,2859071.5,daily,ANT
5491,2022-01-03,13.05,13.911,11.6,11.968,13.05,13.911,11.6,11.968,5146252.8,5146252.8,daily,ANT
5492,2022-01-02,13.074,13.54,12.363,13.048,13.074,13.54,12.363,13.048,2811492.4,2811492.4,daily,ANT
5493,2022-01-01,13.535,14.293,12.659,13.079,13.535,14.293,12.659,13.079,3851651.05,3851651.05,daily,ANT
5494,2021-12-31,11.228,14.13,11.211,13.541,11.228,14.13,11.211,13.541,6845242.75,6845242.75,daily,ANT
5495,2021-12-30,10.856,12.664,10.688,11.239,10.856,12.664,10.688,11.239,5108734.6,5108734.6,daily,ANT
5496,2021-12-29,12.219,13.687,10.702,10.846,12.219,13.687,10.702,10.846,9150811.0,9150811.0,daily,ANT
5497,2021-12-28,9.349,13.89,8.946,12.238,9.349,13.89,8.946,12.238,15358998.48,15358998.48,daily,ANT
5498,2021-12-27,9.838,10.656,9.303,9.35,9.838,10.656,9.303,9.35,3469778.0,3469778.0,daily,ANT
5499,2021-12-26,9.95,10.54,9.249,9.838,9.95,10.54,9.249,9.838,3008239.0,3008239.0,daily,ANT
5500,2021-12-25,10.731,11.307,9.645,9.95,10.731,11.307,9.645,9.95,3873013.2,3873013.2,daily,ANT
5501,2021-12-24,9.921,11.98,9.593,10.726,9.921,11.98,9.593,10.726,9620313.96,9620313.96,daily,ANT
5502,2021-12-23,8.652,10.77,7.773,9.9,8.652,10.77,7.773,9.9,9112313.69,9112313.69,daily,ANT
5503,2021-12-22,6.977,9.3,6.925,8.653,6.977,9.3,6.925,8.653,10403658.81,10403658.81,daily,ANT
5504,2021-12-21,5.746,7.449,5.57,6.977,5.746,7.449,5.57,6.977,7288342.4,7288342.4,daily,ANT
5505,2021-12-20,5.597,5.834,5.189,5.745,5.597,5.834,5.189,5.745,1480289.6,1480289.6,daily,ANT
5506,2021-12-19,5.823,6.2,5.582,5.597,5.823,6.2,5.582,5.597,1063480.5,1063480.5,daily,ANT
5507,2021-12-18,5.693,6.2,5.491,5.825,5.693,6.2,5.491,5.825,1557975.6,1557975.6,daily,ANT
5508,2021-12-17,6.25,6.554,5.583,5.702,6.25,6.554,5.583,5.702,2987668.0,2987668.0,daily,ANT
5509,2021-12-16,7.248,7.633,6.196,6.253,7.248,7.633,6.196,6.253,5547149.7,5547149.7,daily,ANT
5510,2021-12-15,6.0,7.295,5.526,7.248,6.0,7.295,5.526,7.248,7195955.4,7195955.4,daily,ANT
5511,2021-12-14,5.11,6.16,4.794,6.001,5.11,6.16,4.794,6.001,7745431.9,7745431.9,daily,ANT
5512,2021-12-13,4.477,5.375,4.275,5.105,4.477,5.375,4.275,5.105,5417264.1,5417264.1,daily,ANT
5513,2021-12-12,4.277,4.869,4.22,4.487,4.277,4.869,4.22,4.487,1479459.6,1479459.6,daily,ANT
5514,2021-12-11,4.111,4.384,4.041,4.278,4.111,4.384,4.041,4.278,681321.5,681321.5,daily,ANT
5515,2021-12-10,4.622,4.679,4.082,4.105,4.622,4.679,4.082,4.105,1566234.3,1566234.3,daily,ANT
5516,2021-12-09,4.976,5.098,4.402,4.629,4.976,5.098,4.402,4.629,3554258.7,3554258.7,daily,ANT
5517,2021-12-08,4.094,6.33,4.022,4.975,4.094,6.33,4.022,4.975,15045218.1,15045218.1,daily,ANT
5518,2021-12-07,4.265,4.396,4.026,4.098,4.265,4.396,4.026,4.098,757873.5,757873.5,daily,ANT
5519,2021-12-06,3.93,4.345,3.731,4.26,3.93,4.345,3.731,4.26,2100681.9,2100681.9,daily,ANT
5520,2021-12-05,4.189,4.251,3.751,3.922,4.189,4.251,3.751,3.922,1228292.4,1228292.4,daily,ANT
5521,2021-12-04,4.768,4.799,3.399,4.197,4.768,4.799,3.399,4.197,1893533.19,1893533.19,daily,ANT
5522,2021-12-03,5.265,5.575,4.681,4.779,5.265,5.575,4.681,4.779,1450875.3,1450875.3,daily,ANT
5523,2021-12-02,5.38,5.436,5.101,5.255,5.38,5.436,5.101,5.255,1128855.2,1128855.2,daily,ANT
5524,2021-12-01,5.527,5.823,5.321,5.38,5.527,5.823,5.321,5.38,1536979.3,1536979.3,daily,ANT
5525,2021-11-30,5.954,6.38,5.471,5.55,5.954,6.38,5.471,5.55,2199171.6,2199171.6,daily,ANT
5526,2021-11-29,5.879,6.271,5.785,5.948,5.879,6.271,5.785,5.948,2341840.2,2341840.2,daily,ANT
5527,2021-11-28,6.498,6.93,5.475,5.884,6.498,6.93,5.475,5.884,5303861.1,5303861.1,daily,ANT
5528,2021-11-27,5.085,9.0,5.004,6.498,5.085,9.0,5.004,6.498,30108316.44,30108316.44,daily,ANT
5529,2021-11-26,5.309,5.64,4.633,5.074,5.309,5.64,4.633,5.074,1971906.8,1971906.8,daily,ANT
5530,2021-11-25,4.976,5.39,4.966,5.312,4.976,5.39,4.966,5.312,1138151.9,1138151.9,daily,ANT
5531,2021-11-24,4.884,5.431,4.805,4.974,4.884,5.431,4.805,4.974,1063067.8,1063067.8,daily,ANT
5532,2021-11-23,4.788,5.15,4.66,4.877,4.788,5.15,4.66,4.877,527075.5,527075.5,daily,ANT
5533,2021-11-22,5.131,5.203,4.755,4.787,5.131,5.203,4.755,4.787,619792.7,619792.7,daily,ANT
5534,2021-11-21,4.697,5.78,4.585,5.125,4.697,5.78,4.585,5.125,2977474.2,2977474.2,daily,ANT
5535,2021-11-20,4.645,4.722,4.418,4.701,4.645,4.722,4.418,4.701,518733.1,518733.1,daily,ANT
5536,2021-11-19,4.349,4.702,4.201,4.649,4.349,4.702,4.201,4.649,551031.1,551031.1,daily,ANT
5537,2021-11-18,4.862,5.124,4.31,4.36,4.862,5.124,4.31,4.36,859564.4,859564.4,daily,ANT
5538,2021-11-17,5.017,5.048,4.731,4.868,5.017,5.048,4.731,4.868,595155.3,595155.3,daily,ANT
5539,2021-11-16,5.82,5.82,4.86,5.019,5.82,5.82,4.86,5.019,1268034.1,1268034.1,daily,ANT
5540,2021-11-15,5.451,6.08,5.401,5.82,5.451,6.08,5.401,5.82,2339087.9,2339087.9,daily,ANT
5541,2021-11-14,5.579,5.619,5.306,5.452,5.579,5.619,5.306,5.452,763818.6,763818.6,daily,ANT
5542,2021-11-13,5.692,6.4,5.556,5.575,5.692,6.4,5.556,5.575,6684347.6,6684347.6,daily,ANT
5543,2021-11-12,5.007,5.811,4.968,5.688,5.007,5.811,4.968,5.688,2585251.6,2585251.6,daily,ANT
5544,2021-11-11,4.821,5.133,4.71,5.005,4.821,5.133,4.71,5.005,681130.9,681130.9,daily,ANT
5545,2021-11-10,5.267,5.351,4.621,4.823,5.267,5.351,4.621,4.823,820836.9,820836.9,daily,ANT
5546,2021-11-09,5.122,5.69,5.094,5.267,5.122,5.69,5.094,5.267,1632864.7,1632864.7,daily,ANT
5547,2021-11-08,4.947,5.139,4.892,5.127,4.947,5.139,4.892,5.127,661406.5,661406.5,daily,ANT
5548,2021-11-07,4.944,5.0,4.895,4.943,4.944,5.0,4.895,4.943,327358.1,327358.1,daily,ANT
5549,2021-11-06,5.038,5.062,4.753,4.943,5.038,5.062,4.753,4.943,478989.6,478989.6,daily,ANT
5550,2021-11-05,5.216,5.313,5.001,5.038,5.216,5.313,5.001,5.038,747628.3,747628.3,daily,ANT
5551,2021-11-04,5.058,6.499,5.011,5.212,5.058,6.499,5.011,5.212,8107939.2,8107939.2,daily,ANT
5552,2021-11-03,4.812,5.089,4.767,5.06,4.812,5.089,4.767,5.06,1079623.3,1079623.3,daily,ANT
5553,2021-11-02,4.705,4.978,4.686,4.823,4.705,4.978,4.686,4.823,762749.2,762749.2,daily,ANT
5554,2021-11-01,4.693,4.846,4.572,4.707,4.693,4.846,4.572,4.707,562693.4,562693.4,daily,ANT
5555,2021-10-31,4.465,4.757,4.411,4.695,4.465,4.757,4.411,4.695,634633.3,634633.3,daily,ANT
5556,2021-10-30,4.581,4.696,4.411,4.466,4.581,4.696,4.411,4.466,543907.2,543907.2,daily,ANT
5557,2021-10-29,4.452,4.729,4.403,4.57,4.452,4.729,4.403,4.57,646389.6,646389.6,daily,ANT
5558,2021-10-28,4.395,4.516,4.295,4.453,4.395,4.516,4.295,4.453,402201.8,402201.8,daily,ANT
5559,2021-10-27,4.806,4.855,4.374,4.387,4.806,4.855,4.374,4.387,604995.8,604995.8,daily,ANT
5560,2021-10-26,4.559,5.08,4.534,4.806,4.559,5.08,4.534,4.806,1579853.7,1579853.7,daily,ANT
5561,2021-10-25,4.519,4.7,4.513,4.569,4.519,4.7,4.513,4.569,319455.1,319455.1,daily,ANT
5562,2021-10-24,4.738,4.79,4.454,4.524,4.738,4.79,4.454,4.524,345561.7,345561.7,daily,ANT
5563,2021-10-23,4.652,4.745,4.604,4.735,4.652,4.745,4.604,4.735,212615.4,212615.4,daily,ANT
5564,2021-10-22,4.762,4.89,4.596,4.648,4.762,4.89,4.596,4.648,431799.0,431799.0,daily,ANT
5565,2021-10-21,4.843,4.893,4.621,4.756,4.843,4.893,4.621,4.756,506791.4,506791.4,daily,ANT
5566,2021-10-20,4.615,4.881,4.554,4.841,4.615,4.881,4.554,4.841,402680.9,402680.9,daily,ANT
5567,2021-10-19,4.664,4.784,4.437,4.615,4.664,4.784,4.437,4.615,457790.7,457790.7,daily,ANT
5568,2021-10-18,4.842,4.893,4.585,4.663,4.842,4.893,4.585,4.663,760722.7,760722.7,daily,ANT
5569,2021-10-17,4.798,5.2,4.765,4.833,4.798,5.2,4.765,4.833,761729.6,761729.6,daily,ANT
5570,2021-10-16,5.033,5.06,4.759,4.811,5.033,5.06,4.759,4.811,713313.9,713313.9,daily,ANT
5571,2021-10-15,4.571,5.183,4.484,5.024,4.571,5.183,4.484,5.024,1663255.6,1663255.6,daily,ANT
5572,2021-10-14,4.613,4.691,4.476,4.572,4.613,4.691,4.476,4.572,386169.7,386169.7,daily,ANT
5573,2021-10-13,4.493,4.652,4.346,4.607,4.493,4.652,4.346,4.607,328548.7,328548.7,daily,ANT
5574,2021-10-12,4.56,4.601,4.274,4.495,4.56,4.601,4.274,4.495,415595.3,415595.3,daily,ANT
5575,2021-10-11,4.598,4.782,4.48,4.56,4.598,4.782,4.48,4.56,375557.5,375557.5,daily,ANT
5576,2021-10-10,4.918,5.188,4.578,4.591,4.918,5.188,4.578,4.591,1000463.9,1000463.9,daily,ANT
5577,2021-10-09,4.871,5.3,4.801,4.92,4.871,5.3,4.801,4.92,1207085.0,1207085.0,daily,ANT
5578,2021-10-08,4.732,4.99,4.702,4.868,4.732,4.99,4.702,4.868,780916.7,780916.7,daily,ANT
5579,2021-10-07,4.688,4.926,4.57,4.726,4.688,4.926,4.57,4.726,766306.8,766306.8,daily,ANT
5580,2021-10-06,4.926,4.939,4.466,4.7,4.926,4.939,4.466,4.7,647013.9,647013.9,daily,ANT
5581,2021-10-05,4.77,5.18,4.743,4.928,4.77,5.18,4.743,4.928,605262.8,605262.8,daily,ANT
5582,2021-10-04,4.948,4.964,4.734,4.761,4.948,4.964,4.734,4.761,230020.0,230020.0,daily,ANT
5583,2021-10-03,4.959,5.129,4.824,4.956,4.959,5.129,4.824,4.956,439623.3,439623.3,daily,ANT
5584,2021-10-02,4.698,5.2,4.643,4.954,4.698,5.2,4.643,4.954,620463.2,620463.2,daily,ANT
5585,2021-10-01,4.314,4.773,4.262,4.697,4.314,4.773,4.262,4.697,462941.3,462941.3,daily,ANT
5586,2021-09-30,4.273,4.365,4.167,4.314,4.273,4.365,4.167,4.314,321512.4,321512.4,daily,ANT
5587,2021-09-29,4.099,4.33,4.08,4.273,4.099,4.33,4.08,4.273,244169.3,244169.3,daily,ANT
5588,2021-09-28,4.324,4.457,4.076,4.106,4.324,4.457,4.076,4.106,301966.01,301966.01,daily,ANT
5589,2021-09-27,4.527,4.893,4.325,4.325,4.527,4.893,4.325,4.325,928139.8,928139.8,daily,ANT
5590,2021-09-26,4.752,4.761,4.137,4.533,4.752,4.761,4.137,4.533,647908.74,647908.74,daily,ANT
5591,2021-09-25,4.752,5.04,4.601,4.758,4.752,5.04,4.601,4.758,945886.8,945886.8,daily,ANT
5592,2021-09-24,5.188,5.241,4.312,4.749,5.188,5.241,4.312,4.749,1026143.12,1026143.12,daily,ANT
5593,2021-09-23,5.164,5.424,4.928,5.188,5.164,5.424,4.928,5.188,955038.2,955038.2,daily,ANT
5594,2021-09-22,4.533,5.2,4.438,5.169,4.533,5.2,4.438,5.169,510037.4,510037.4,daily,ANT
5595,2021-09-21,4.907,5.097,4.377,4.532,4.907,5.097,4.377,4.532,549440.83,549440.83,daily,ANT
5596,2021-09-20,5.963,5.996,4.874,4.918,5.963,5.996,4.874,4.918,957925.1,957925.1,daily,ANT
5597,2021-09-19,6.119,7.05,5.903,5.96,6.119,7.05,5.903,5.96,2004884.1,2004884.1,daily,ANT
5598,2021-09-18,5.841,7.08,5.829,6.112,5.841,7.08,5.829,6.112,1860180.9,1860180.9,daily,ANT
5599,2021-09-17,6.051,6.055,5.729,5.847,6.051,6.055,5.729,5.847,275647.4,275647.4,daily,ANT
5600,2021-09-16,6.167,6.5,5.864,6.051,6.167,6.5,5.864,6.051,706650.2,706650.2,daily,ANT
5601,2021-09-15,5.987,6.544,5.893,6.167,5.987,6.544,5.893,6.167,948108.7,948108.7,daily,ANT
5602,2021-09-14,5.568,6.094,5.542,5.986,5.568,6.094,5.542,5.986,484462.9,484462.9,daily,ANT
5603,2021-09-13,6.039,6.094,5.344,5.579,6.039,6.094,5.344,5.579,525841.7,525841.7,daily,ANT
5604,2021-09-12,5.496,6.331,5.482,6.039,5.496,6.331,5.482,6.039,891695.0,891695.0,daily,ANT
5605,2021-09-11,5.432,5.742,5.361,5.492,5.432,5.742,5.361,5.492,400694.7,400694.7,daily,ANT
5606,2021-09-10,5.876,6.2,5.258,5.435,5.876,6.2,5.258,5.435,692715.9,692715.9,daily,ANT
5607,2021-09-09,5.456,6.31,5.439,5.876,5.456,6.31,5.439,5.876,1005770.4,1005770.4,daily,ANT
5608,2021-09-08,5.719,5.966,4.955,5.454,5.719,5.966,4.955,5.454,1112098.4,1112098.4,daily,ANT
5609,2021-09-07,6.837,6.884,5.101,5.718,6.837,6.884,5.101,5.718,1546082.6,1546082.6,daily,ANT
5610,2021-09-06,6.867,7.07,6.538,6.85,6.867,7.07,6.538,6.85,1149182.0,1149182.0,daily,ANT
5611,2021-09-05,6.893,7.164,6.718,6.881,6.893,7.164,6.718,6.881,1146193.6,1146193.6,daily,ANT
5612,2021-09-04,7.264,7.321,6.826,6.886,7.264,7.321,6.826,6.886,1522906.3,1522906.3,daily,ANT
5613,2021-09-03,7.069,8.49,6.697,7.261,7.069,8.49,6.697,7.261,9949405.8,9949405.8,daily,ANT
5614,2021-09-02,5.268,8.755,5.215,7.071,5.268,8.755,5.215,7.071,17201638.23,17201638.23,daily,ANT
5615,2021-09-01,5.099,5.45,4.957,5.27,5.099,5.45,4.957,5.27,1162328.3,1162328.3,daily,ANT
5616,2021-08-31,4.68,5.536,4.629,5.102,4.68,5.536,4.629,5.102,1465170.48,1465170.48,daily,ANT
5617,2021-08-30,4.952,4.968,4.639,4.672,4.952,4.968,4.639,4.672,335110.4,335110.4,daily,ANT
5618,2021-08-29,4.881,5.005,4.741,4.952,4.881,5.005,4.741,4.952,294927.24,294927.24,daily,ANT
5619,2021-08-28,4.889,4.958,4.797,4.872,4.889,4.958,4.797,4.872,247558.8,247558.8,daily,ANT
5620,2021-08-27,4.623,4.931,4.514,4.874,4.623,4.931,4.514,4.874,399292.97,399292.97,daily,ANT
5621,2021-08-26,5.1738,5.1917,4.604,4.618,5.1738,5.1917,4.604,4.618,601715.72,601715.72,daily,ANT
5622,2021-08-25,4.9339,5.1876,4.755,5.1611,4.9339,5.1876,4.755,5.1611,748148.59,748148.59,daily,ANT
5623,2021-08-24,5.4737,5.55,4.9294,4.9481,5.4737,5.55,4.9294,4.9481,656842.65,656842.65,daily,ANT
5624,2021-08-23,5.2985,5.5735,5.26,5.4596,5.2985,5.5735,5.26,5.4596,686868.27,686868.27,daily,ANT
5625,2021-08-22,5.3855,5.4893,5.1172,5.2846,5.3855,5.4893,5.1172,5.2846,515372.27,515372.27,daily,ANT
5626,2021-08-21,5.1397,5.6399,5.0584,5.3855,5.1397,5.6399,5.0584,5.3855,960617.02,960617.02,daily,ANT
5627,2021-08-20,4.8116,5.1999,4.7981,5.1376,4.8116,5.1999,4.7981,5.1376,995012.59,995012.59,daily,ANT
5628,2021-08-19,4.6604,4.8116,4.4472,4.8116,4.6604,4.8116,4.4472,4.8116,603499.53,603499.53,daily,ANT
5629,2021-08-18,4.7501,4.9157,4.5448,4.6673,4.7501,4.9157,4.5448,4.6673,584005.23,584005.23,daily,ANT
5630,2021-08-17,4.9922,5.1798,4.6868,4.7487,4.9922,5.1798,4.6868,4.7487,601985.24,601985.24,daily,ANT
5631,2021-08-16,5.0787,5.3215,4.9638,5.0161,5.0787,5.3215,4.9638,5.0161,771967.48,771967.48,daily,ANT
5632,2021-08-15,5.1615,5.1915,4.845,5.079,5.1615,5.1915,4.845,5.079,1798497.5,1798497.5,daily,ANT
5633,2021-08-14,5.0186,5.3737,4.8266,5.1615,5.0186,5.3737,4.8266,5.1615,846280.74,846280.74,daily,ANT
5634,2021-08-13,4.6088,5.0334,4.5759,5.0187,4.6088,5.0334,4.5759,5.0187,556097.53,556097.53,daily,ANT
5635,2021-08-12,4.7612,4.94,4.417,4.6088,4.7612,4.94,4.417,4.6088,551776.47,551776.47,daily,ANT
5636,2021-08-11,4.5843,4.9434,4.5499,4.7602,4.5843,4.9434,4.5499,4.7602,1013451.92,1013451.92,daily,ANT
5637,2021-08-10,4.5717,4.6428,4.4201,4.5867,4.5717,4.6428,4.4201,4.5867,451828.81,451828.81,daily,ANT
5638,2021-08-09,4.3307,4.846,4.2187,4.583,4.3307,4.846,4.2187,4.583,832042.25,832042.25,daily,ANT
5639,2021-08-08,4.4204,4.65,4.227,4.3296,4.4204,4.65,4.227,4.3296,632491.33,632491.33,daily,ANT
5640,2021-08-07,4.1457,4.6482,4.11,4.4256,4.1457,4.6482,4.11,4.4256,1398751.19,1398751.19,daily,ANT
5641,2021-08-06,3.9267,4.172,3.8464,4.1458,3.9267,4.172,3.8464,4.1458,641260.76,641260.76,daily,ANT
5642,2021-08-05,3.8119,4.109,3.668,3.9267,3.8119,4.109,3.668,3.9267,1086871.92,1086871.92,daily,ANT
5643,2021-08-04,3.6953,3.8531,3.6319,3.8046,3.6953,3.8531,3.6319,3.8046,390766.67,390766.67,daily,ANT
5644,2021-08-03,3.8254,3.8643,3.627,3.6982,3.8254,3.8643,3.627,3.6982,460102.9,460102.9,daily,ANT
5645,2021-08-02,3.8778,3.9591,3.7851,3.8254,3.8778,3.9591,3.7851,3.8254,699492.46,699492.46,daily,ANT
5646,2021-08-01,4.021,4.156,3.8201,3.8781,4.021,4.156,3.8201,3.8781,660400.0,660400.0,daily,ANT
5647,2021-07-31,4.0171,4.1391,3.8887,4.0113,4.0171,4.1391,3.8887,4.0113,860287.38,860287.38,daily,ANT
5648,2021-07-30,4.0155,4.1161,3.8238,4.0171,4.0155,4.1161,3.8238,4.0171,890912.66,890912.66,daily,ANT
5649,2021-07-29,3.9566,4.0438,3.8752,4.0166,3.9566,4.0438,3.8752,4.0166,523943.61,523943.61,daily,ANT
5650,2021-07-28,4.2256,4.4293,3.9046,3.9566,4.2256,4.4293,3.9046,3.9566,1450708.92,1450708.92,daily,ANT
5651,2021-07-27,3.6247,4.54,3.5292,4.2345,3.6247,4.54,3.5292,4.2345,2093684.31,2093684.31,daily,ANT
5652,2021-07-26,3.6849,3.8485,3.6,3.6276,3.6849,3.8485,3.6,3.6276,586228.83,586228.83,daily,ANT
5653,2021-07-25,3.5357,3.6875,3.4448,3.6781,3.5357,3.6875,3.4448,3.6781,505316.21,505316.21,daily,ANT
5654,2021-07-24,3.3782,3.6107,3.3199,3.5276,3.3782,3.6107,3.3199,3.5276,827632.75,827632.75,daily,ANT
5655,2021-07-23,3.3409,3.4323,3.1801,3.3793,3.3409,3.4323,3.1801,3.3793,722040.38,722040.38,daily,ANT
5656,2021-07-22,3.2805,3.3756,3.2491,3.3409,3.2805,3.3756,3.2491,3.3409,329617.64,329617.64,daily,ANT
5657,2021-07-21,3.1188,3.3672,3.0883,3.2885,3.1188,3.3672,3.0883,3.2885,433888.71,433888.71,daily,ANT
5658,2021-07-20,3.5792,3.5961,3.0036,3.1188,3.5792,3.5961,3.0036,3.1188,722359.77,722359.77,daily,ANT
5659,2021-07-19,3.4731,3.611,3.2721,3.5768,3.4731,3.611,3.2721,3.5768,721020.44,721020.44,daily,ANT
5660,2021-07-18,3.4456,3.72,3.4393,3.4717,3.4456,3.72,3.4393,3.4717,554786.4,554786.4,daily,ANT
5661,2021-07-17,3.3501,3.5606,3.325,3.445,3.3501,3.5606,3.325,3.445,429189.23,429189.23,daily,ANT
5662,2021-07-16,3.4626,3.545,3.3501,3.3548,3.4626,3.545,3.3501,3.3548,191520.12,191520.12,daily,ANT
5663,2021-07-15,3.6257,3.6834,3.3979,3.4606,3.6257,3.6834,3.3979,3.4606,376412.63,376412.63,daily,ANT
5664,2021-07-14,3.5069,3.6576,3.304,3.6324,3.5069,3.6576,3.304,3.6324,604052.5,604052.5,daily,ANT
5665,2021-07-13,3.6486,3.6529,3.4776,3.4999,3.6486,3.6529,3.4776,3.4999,417931.37,417931.37,daily,ANT
5666,2021-07-12,3.8087,3.95,3.5949,3.6568,3.8087,3.95,3.5949,3.6568,432524.63,432524.63,daily,ANT
5667,2021-07-11,3.6119,3.8954,3.6119,3.8087,3.6119,3.8954,3.6119,3.8087,463614.51,463614.51,daily,ANT
5668,2021-07-10,3.6899,3.7458,3.5885,3.6131,3.6899,3.7458,3.5885,3.6131,134549.94,134549.94,daily,ANT
5669,2021-07-09,3.626,3.73,3.56,3.6899,3.626,3.73,3.56,3.6899,355334.49,355334.49,daily,ANT
5670,2021-07-08,3.9308,3.9531,3.6017,3.6271,3.9308,3.9531,3.6017,3.6271,883715.02,883715.02,daily,ANT
5671,2021-07-07,4.0415,4.1562,3.9152,3.9421,4.0415,4.1562,3.9152,3.9421,835418.68,835418.68,daily,ANT
5672,2021-07-06,3.5772,4.1856,3.5638,4.0491,3.5772,4.1856,3.5638,4.0491,1594691.29,1594691.29,daily,ANT
5673,2021-07-05,3.7589,3.7589,3.5176,3.5741,3.7589,3.7589,3.5176,3.5741,639500.99,639500.99,daily,ANT
5674,2021-07-04,3.7007,3.93,3.6082,3.7601,3.7007,3.93,3.6082,3.7601,2410903.11,2410903.11,daily,ANT
5675,2021-07-03,3.6757,3.771,3.5819,3.7007,3.6757,3.771,3.5819,3.7007,1490263.89,1490263.89,daily,ANT
5676,2021-07-02,3.4759,3.841,3.3501,3.6764,3.4759,3.841,3.3501,3.6764,5261426.17,5261426.17,daily,ANT
5677,2021-07-01,3.7047,3.7047,3.3684,3.4821,3.7047,3.7047,3.3684,3.4821,1279238.67,1279238.67,daily,ANT
5678,2021-06-30,3.7158,3.7508,3.4119,3.7029,3.7158,3.7508,3.4119,3.7029,500555.39,500555.39,daily,ANT
5679,2021-06-29,3.5214,3.9471,3.5,3.7247,3.5214,3.9471,3.5,3.7247,990466.94,990466.94,daily,ANT
5680,2021-06-28,3.5173,3.6402,3.325,3.5183,3.5173,3.6402,3.325,3.5183,872986.3,872986.3,daily,ANT
5681,2021-06-27,3.4319,3.7225,3.2921,3.5146,3.4319,3.7225,3.2921,3.5146,4342069.95,4342069.95,daily,ANT
5682,2021-06-26,3.2697,3.4345,3.103,3.4289,3.2697,3.4345,3.103,3.4289,2868540.5,2868540.5,daily,ANT
5683,2021-06-25,3.5524,3.7634,3.2264,3.2686,3.5524,3.7634,3.2264,3.2686,2510490.92,2510490.92,daily,ANT
5684,2021-06-24,3.5598,3.78,3.3903,3.5694,3.5598,3.78,3.3903,3.5694,2565737.1,2565737.1,daily,ANT
5685,2021-06-23,3.4515,3.7876,3.2838,3.5551,3.4515,3.7876,3.2838,3.5551,681638.02,681638.02,daily,ANT
5686,2021-06-22,3.1636,3.68,3.0471,3.444,3.1636,3.68,3.0471,3.444,1871220.0,1871220.0,daily,ANT
5687,2021-06-21,4.0993,4.1222,3.1534,3.1535,4.0993,4.1222,3.1534,3.1535,618338.72,618338.72,daily,ANT
5688,2021-06-20,3.9812,4.1913,3.8481,4.1005,3.9812,4.1913,3.8481,4.1005,689154.58,689154.58,daily,ANT
5689,2021-06-19,4.1655,4.1977,3.9795,3.9801,4.1655,4.1977,3.9795,3.9801,272107.49,272107.49,daily,ANT
5690,2021-06-18,4.4273,4.5681,4.0352,4.1665,4.4273,4.5681,4.0352,4.1665,792525.45,792525.45,daily,ANT
5691,2021-06-17,4.6617,5.0,4.3135,4.4198,4.6617,5.0,4.3135,4.4198,1569762.44,1569762.44,daily,ANT
5692,2021-06-16,4.58,4.7784,4.4065,4.6617,4.58,4.7784,4.4065,4.6617,639244.54,639244.54,daily,ANT
5693,2021-06-15,4.7132,4.959,4.4802,4.5936,4.7132,4.959,4.4802,4.5936,1184000.71,1184000.71,daily,ANT
5694,2021-06-14,4.4213,4.7143,4.36,4.7049,4.4213,4.7143,4.36,4.7049,853633.46,853633.46,daily,ANT
5695,2021-06-13,4.3196,4.5835,4.1297,4.4215,4.3196,4.5835,4.1297,4.4215,955459.52,955459.52,daily,ANT
5696,2021-06-12,4.4053,4.55,3.8115,4.321,4.4053,4.55,3.8115,4.321,1692330.93,1692330.93,daily,ANT
5697,2021-06-11,4.3122,4.5483,4.1487,4.3963,4.3122,4.5483,4.1487,4.3963,1660285.99,1660285.99,daily,ANT
5698,2021-06-10,4.7172,4.7504,4.2442,4.3029,4.7172,4.7504,4.2442,4.3029,1998749.44,1998749.44,daily,ANT
5699,2021-06-09,4.6114,4.8,4.3266,4.7102,4.6114,4.8,4.3266,4.7102,1748093.39,1748093.39,daily,ANT
5700,2021-06-08,4.7787,4.8736,4.1641,4.6243,4.7787,4.8736,4.1641,4.6243,1506344.74,1506344.74,daily,ANT
5701,2021-06-07,5.5283,5.5516,4.7286,4.7817,5.5283,5.5516,4.7286,4.7817,1275745.39,1275745.39,daily,ANT
5702,2021-06-06,4.9983,6.1236,4.9695,5.551,4.9983,6.1236,4.9695,5.551,4027562.37,4027562.37,daily,ANT
5703,2021-06-05,4.4914,5.4198,4.4248,5.0061,4.4914,5.4198,4.4248,5.0061,3018805.67,3018805.67,daily,ANT
5704,2021-06-04,5.0726,5.12,4.2634,4.4958,5.0726,5.12,4.2634,4.4958,1277531.64,1277531.64,daily,ANT
